"Identifier","StartDate"
"2167168654","01-01-2007"
"2167169149","01-01-2007"
"2167169248","01-01-2007"
"2167169347","01-01-2007"
"2167169446","01-01-2007"
"2167169545","01-01-2007"
"2167169644","01-01-2007"
"2167169743","01-01-2007"
"2167169842","01-01-2007"
"2167169941","01-01-2007"
"2167170040","01-01-2007"
"2167170139","01-01-2007"
"2167170238","01-01-2007"
"2167170337","01-01-2007"
"2167170634","01-01-2007"
"2167170733","01-01-2007"
"2167170832","01-01-2007"
"2167170931","01-01-2007"
"2167171030","01-01-2007"
"2167171129","01-01-2007"
"2167171228","01-01-2007"
"2167171327","01-01-2007"
"2167171525","01-01-2007"
"2167171624","01-01-2007"
"2167171723","01-01-2007"
"2167171822","01-01-2007"
"2167171921","01-01-2007"
"2167172119","01-01-2007"
"2167172218","01-01-2007"
"2167172317","01-01-2007"
"2167172416","01-01-2007"
"2167172515","01-01-2007"
"2167172614","01-01-2007"
"2167172713",
"2167172911","01-01-2007"
"2167173010","01-01-2007"
"2167173109","01-01-2007"
"2167173307","01-01-2007"
"2167173406","01-01-2007"
"2167173505","01-01-2007"
"2167173703","01-01-2007"
"2167173802","01-01-2007"
"2167173901","01-01-2007"
"2167174097","01-01-2007"
"2167174196","01-01-2007"
"2167174295","01-01-2007"
"2167174394","01-01-2007"
"2167174493","01-01-2007"
"2167174592","01-01-2007"
"2167174691","01-01-2007"
"2167174790","01-01-2007"
"2167174889","01-01-2007"
"2167174988","01-01-2007"
"2167175087","01-01-2007"
"2167175186","01-01-2007"
"2167175285","01-01-2007"
"2167175384","01-01-2007"
"2167175483","01-01-2007"
"2167175582","01-01-2007"
"2167175681","01-01-2007"
"2167175780","01-01-2007"
"2167175879","01-01-2007"
"2167175978","01-01-2007"
"2167176077","01-01-2007"
"2167176176","01-01-2007"
"2167176275","01-01-2007"
"2167176374","01-01-2007"
"2167176473","01-01-2007"
"2167176572","01-01-2007"
"2167176671","01-01-2007"
"2167176770","01-01-2007"
"2167176869","01-01-2007"
"2167176968","01-01-2007"
"2167177067","01-01-2007"
"2167177166",
"2167177265","01-01-2007"
"2167177364","01-01-2007"
"2167177661","01-01-2007"
"2167177760","01-01-2007"
"2167177859","01-01-2007"
"2167177958","01-01-2007"
"2167178057","01-01-2007"
"2167178156","01-01-2007"
"2167178255","01-01-2007"
"2167178453","01-01-2007"
"2167178552","01-01-2007"
"2167178651","01-01-2007"
"2167178849","01-01-2007"
"2167178948","01-01-2007"
"2167179047","01-01-2007"
"2167179146","01-01-2007"
"2167179245","01-01-2007"
"2167179344","01-01-2007"
"2167179542","01-01-2007"
"2167179641","01-01-2007"
"2167179740","01-01-2007"
"2167179839","01-01-2007"
"2167179938","01-01-2007"
"2167180235","01-01-2007"
"2167180334","01-01-2007"
"2167180433","01-01-2007"
"2167180532","01-01-2007"
"2167180631","01-01-2007"
"2167180730","01-01-2007"
"2167181027","01-01-2007"
"2167181126","01-01-2007"
"2167181225","01-01-2003"
"2167181324","01-01-2007"
"2167181522","01-01-2007"
"2167181720","01-01-2007"
"2167181819","01-01-2007"
"2167181918","01-01-2007"
"2167182017","01-01-2007"
"2167182116","01-01-2007"
"2167182215","01-01-2007"
"2167182314","01-01-2007"
"2167182413","01-01-2007"
"2167182512","01-01-2007"
"2167182710","01-01-2007"
"2167182908","01-01-2007"
"2167183007","01-01-2007"
"2167183205","01-01-2007"
"2167183304","01-01-2007"
"2167183403","01-01-2007"
"2167183502","01-01-2007"
"2167183601","01-01-2007"
"2167183797","01-01-1987"
"2167183896","01-01-2007"
"2167183995","01-01-2007"
"2167184094","01-01-2007"
"2167184193","01-01-2007"
"2167184292","01-01-2007"
"2167184391","01-01-2007"
"2167184490","01-01-2007"
"2167184589","01-01-2007"
"2167184688","01-01-2007"
"2167184787","01-01-2007"
"2167184985","01-01-2007"
"2167185084","01-01-2007"
"2167185183","01-01-2007"
"2167185381","01-01-2007"
"2167185480","01-01-2007"
"2167185579","01-01-2007"
"2167185678","01-01-2007"
"2167185777","01-01-2007"
"2167185876","01-01-2007"
"2167185975","01-01-2007"
"2167186074","01-01-2007"
"2167186173","01-01-2007"
"2167186272","01-01-2007"
"2167186371","01-01-2007"
"2167186470","01-01-2007"
"2167186569","01-01-2007"
"2167186767","01-01-2007"
"2167186866","01-01-2007"
"2167186965","01-01-2007"
"2167187064","01-01-2007"
"2167187163","01-01-2007"
"2167187262","01-01-2007"
"2167187361","01-01-2007"
"2167187559","01-01-2007"
"2167187658","01-01-2007"
"2167187757","01-01-2007"
"2167187856","01-01-2007"
"2167188054","01-01-2007"
"2167188153","01-01-2007"
"2167188252","01-01-2007"
"2167188351","01-01-2007"
"2167188450","01-01-2007"
"2167188549","01-01-2007"
"2167188648","01-01-2007"
"2167188747","17-04-1990"
"2167188846","01-01-2007"
"2167188945","01-01-2007"
"2167189044","01-01-2007"
"2167189143","01-01-2007"
"2167189242","01-01-2007"
"2167189341","01-01-2007"
"2167189440","01-01-2007"
"2167189539","01-01-2007"
"2167189638","01-01-2007"
"2167189737","01-01-2007"
"2167189836","01-01-2007"
"2167189935","01-01-2007"
"2167190034","01-01-2007"
"2167190232","01-01-2007"
"2167190331","01-01-2007"
"2167190430","01-01-2007"
"2167190529","01-01-2007"
"2167190628","01-01-2007"
"2167191024","01-01-2007"
"2167191123","01-01-2007"
"2167191222","01-01-2007"
"2167191321","01-01-2007"
"2167191420","01-01-2007"
"2167191519","01-01-2007"
"2167191618","01-01-2007"
"2167191717","01-01-2007"
"2167192113","01-01-2007"
"2167192212","01-01-2007"
"2167192311","01-01-2007"
"2167192410","01-01-2007"
"2167192509","01-01-2007"
"2167192608","01-01-2007"
"2167192707","01-01-2007"
"2167192806","01-01-2007"
"2167192905","01-01-2007"
"2167193004","01-01-2007"
"2167193103","01-01-2007"
"2167193301","01-01-2007"
"2167193497","01-01-2007"
"2167193596","01-01-2007"
"2167193794","01-01-2007"
"2167193893","01-01-2007"
"2167193992","01-01-2007"
"2167194091","01-01-2007"
"2167194190","01-01-2007"
"2167194289","01-01-2007"
"2167194388","01-01-2007"
"2167194586","01-01-2007"
"2167194685","01-01-2007"
"2167194784","01-01-2007"
"2167194883","01-01-2007"
"2167194982","01-01-2007"
"2167195081","01-01-2007"
"2167195180","01-01-2007"
"2167195279","01-01-2007"
"2167195378","01-01-2007"
"2167195477","01-01-2007"
"2167195576","01-01-2007"
"2167195675","01-01-2007"
"2167195774","01-01-2007"
"2167195873","01-01-2007"
"2167195972","01-01-2007"
"2167196071","01-01-2007"
"2167196170","01-01-2007"
"2167196368","01-01-2007"
"2167196467","01-01-2007"
"2167196665","01-01-2007"
"2167196764","01-01-2007"
"2167196863","01-01-2007"
"2167196962","01-01-2007"
"2167197061","01-01-2007"
"2167197160","01-01-2007"
"2167197259","01-01-2007"
"2167197358","01-01-2007"
"2167197457","01-01-2007"
"2167197556","01-01-2007"
"2167197655","01-01-2007"
"2167197754","01-01-2007"
"2167197853",
"2167198051","01-01-2007"
"2167198150","01-01-2007"
"2167198348","01-01-2007"
"2167198546","01-01-2007"
"2167198645","01-01-2007"
"2167198744","01-01-2007"
"2167198843","01-01-2007"
"2167198942","01-01-2007"
"2167199041","01-01-2007"
"2167199140","01-01-2007"
"2167199239","01-01-2007"
"2167199338","01-01-2007"
"2167199437","01-01-2007"
"2167199536","01-01-2007"
"2167199635","01-01-2007"
"2167199734","01-01-2007"
"2167199833","01-01-2007"
"2167200031","01-01-2007"
"2167200130","01-01-2007"
"2167200229","01-01-2007"
"2167200328","01-01-2007"
"2167200427","01-01-2007"
"2167200526","01-01-2007"
"2167200625","01-01-2007"
"2167200724","01-01-2007"
"2167200823","01-01-2007"
"2167200922","01-01-2007"
"2167201021","01-01-2007"
"2167201120","01-01-2007"
"2167201219","01-01-2007"
"2167201318","01-01-2007"
"2167201417","01-01-2007"
"2167201516","01-01-2007"
"2167201615","01-01-2007"
"2167201714","01-01-2007"
"2167201813","01-01-2007"
"2167201912","01-01-2007"
"2167202011","01-01-2007"
"2167202110","01-01-2007"
"2167202209","01-01-2007"
"2167202308","01-01-2007"
"2167202407","01-01-2007"
"2167202506","01-01-2007"
"2167202605","01-01-2007"
"2167202704","01-01-2007"
"2167202803","01-01-2007"
"2167202902","01-01-2007"
"2167203001","01-01-2007"
"2167203197","01-01-2007"
"2167203296","01-01-2007"
"2167203395","01-01-2007"
"2167203593","01-01-2007"
"2167203791","01-01-2007"
"2167203890","01-01-2007"
"2167203989","01-01-2007"
"2167204088","01-01-2007"
"2167204187","01-01-2007"
"2167204286","01-01-2007"
"2167204385","01-01-2007"
"2167204583","01-01-2007"
"2167204682","01-01-2007"
"2167204781","01-01-2007"
"2167204880","01-01-2007"
"2167204979","01-01-2007"
"2167205078",
"2167205177","01-01-2007"
"2167205276","01-01-2007"
"2167205375","01-01-2007"
"2167205474","01-01-2007"
"2167205573","01-01-2007"
"2167205672","01-01-2007"
"2167205771","01-01-2007"
"2167205870","01-01-2007"
"2167205969","01-01-2007"
"2167206068","01-01-2007"
"2167206167","01-01-2007"
"2167206266","01-01-2007"
"2167206464","01-01-2007"
"2167206563","01-01-2007"
"2167206662","01-01-2007"
"2167206761","01-01-2007"
"2167206860","01-01-2007"
"2167206959","01-01-2007"
"2167207058","01-01-2007"
"2167207256","01-01-2007"
"2167207454","01-01-2007"
"2167207553","01-01-2007"
"2167207652","01-01-2007"
"2167207751","01-01-2007"
"2167207850","01-01-2007"
"2167207949","01-01-2007"
"2167208048","01-01-2007"
"2167208147","01-01-2007"
"2167208246","01-01-2007"
"2167208345","01-01-2007"
"2167208444","01-01-2007"
"2167208543","01-01-2007"
"2167208642","01-01-2007"
"2167208840","01-01-2007"
"2167208939","01-01-2007"
"2167209038","01-01-2007"
"2167209137","01-01-2007"
"2167209236","01-01-2007"
"2167209335","01-01-2007"
"2167209434","01-01-2007"
"2167209533","01-01-2007"
"2167209632","01-01-2007"
"2167209731","01-01-2007"
"2167209830","01-01-2007"
"2167209929","01-01-2007"
"2167210028","01-01-2007"
"2167210325","01-01-2007"
"2167210424","01-01-2007"
"2167210523","01-01-2007"
"2167210622","01-01-2007"
"2167210721","01-01-2007"
"2167210820","01-01-2007"
"2167210919","01-01-2007"
"2167211018","01-01-2007"
"2167211117","01-01-2007"
"2167211216","01-01-2007"
"2167211315","01-01-2007"
"2167211414","01-01-2007"
"2167211513","01-01-2007"
"2167211612","01-01-2007"
"2167211711","01-01-2007"
"2167211810","01-01-2007"
"2167211909","01-01-2007"
"2167212008","01-01-2007"
"2167212107","01-01-2007"
"2167212206","01-01-2007"
"2167212305","01-01-2007"
"2167212404","01-01-2007"
"2167212503","01-01-2007"
"2167212602","01-01-2007"
"2167212701","01-01-2007"
"2167212897","01-01-2007"
"2167212996","01-01-2007"
"2167213194","01-01-2007"
"2167213293","01-01-2007"
"2167213392","01-01-2007"
"2167213590","01-01-2007"
"2167213788","01-01-2007"
"2167213887","01-01-2007"
"2167213986","01-01-2007"
"2167214085","01-01-2007"
"2167214184","01-01-2007"
"2167214283","01-01-2007"
"2167214382","01-01-2007"
"2167214481","01-01-2007"
"2167214580","01-01-2007"
"2167214679","01-01-2007"
"2167214778","01-01-2007"
"2167214877","01-01-2007"
"2167214976","01-01-2007"
"2167215075","01-01-2007"
"2167215174","01-01-2007"
"2167215273","01-01-2007"
"2167215372","01-01-2007"
"2167215471","01-01-2007"
"2167215570","01-01-2007"
"2167215669","01-01-2007"
"2167215768","01-01-2007"
"2167215966","01-01-2007"
"2167216065","01-01-2007"
"2167216164","01-01-2007"
"2167216263","01-01-2007"
"2167216362","01-01-2007"
"2167216461","01-01-2007"
"2167216560","01-01-2007"
"2167216659","01-01-2007"
"2167216758","01-01-2007"
"2167216857","01-01-2007"
"2167216956","01-01-2007"
"2167217055","01-01-2007"
"2167217253","01-01-2007"
"2167217352","01-01-2007"
"2167217451","01-01-2007"
"2167217550","01-01-2007"
"2167217649","01-01-2007"
"2167217847","01-01-2007"
"2167217946","01-01-2007"
"2167218045","01-01-2007"
"2167218144","01-01-2007"
"2167218243","01-01-2007"
"2167218342","01-01-2007"
"2167218441","01-01-2007"
"2167218540","01-01-2007"
"2167218639","01-01-2007"
"2167218738","01-01-2007"
"2167218837","01-01-2007"
"2167218936","01-01-2007"
"2167219035","01-01-2007"
"2167219134","01-01-2007"
"2167219431","01-01-2007"
"2167219530","01-01-2007"
"2167219629","01-01-2007"
"2167219728","01-01-2007"
"2167219827","01-01-2007"
"2167219926","01-01-2007"
"2167220025","01-01-2007"
"2167220223","01-01-2007"
"2167220322","01-01-2007"
"2167220619","01-01-2007"
"2167220916","01-01-2007"
"2167221015","01-01-2007"
"2167221411","01-01-2007"
"2167221510","01-01-2007"
"2167221609","01-01-2007"
"2167221708","01-01-2007"
"2167221807","01-01-2007"
"2167221906","01-01-2007"
"2167222005","01-01-2007"
"2167222104","01-01-2007"
"2167222203","01-01-2007"
"2167222302","01-01-2007"
"2167222401","01-01-2007"
"2167222597","01-01-2007"
"2167222696","01-01-2007"
"2167222795","01-01-2007"
"2167222894","01-01-2007"
"2167222993","01-01-2007"
"2167223191","01-01-2007"
"2167223587","01-01-2007"
"2167223686","01-01-2007"
"2167223785","01-01-2007"
"2167223884","01-01-2007"
"2167223983","01-01-2007"
"2167224082","01-01-2007"
"2167224181","01-01-2007"
"2167224379","01-01-2007"
"2167224478","01-01-2007"
"2167224577","01-01-2007"
"2167224775","01-01-2007"
"2167224874","01-01-2007"
"2167224973","01-01-2007"
"2167225072","01-01-2007"
"2167225171","01-01-2007"
"2167225270","01-01-2007"
"2167225369","01-01-2007"
"2167225468","01-01-2007"
"2167225567","01-01-2007"
"2167225666","01-01-2007"
"2167225765","01-01-2007"
"2167225864","01-01-2007"
"2167225963","01-01-2007"
"2167226062","01-01-2007"
"2167226161","01-01-2007"
"2167226260","01-01-2007"
"2167226458","01-01-2007"
"2167226557","01-01-2007"
"2167226755","01-01-2007"
"2167226854","01-01-2007"
"2167226953","01-01-2007"
"2167227052","01-01-2007"
"2167227151","01-01-2007"
"2167227250","01-01-2007"
"2167227349","01-01-2007"
"2167227448","01-01-2007"
"2167227547","01-01-2007"
"2167227646","01-01-2007"
"2167227745","01-01-2007"
"2167227844","01-01-2007"
"2167227943","01-01-2007"
"2167228042","01-01-2007"
"2167228141","01-01-2007"
"2167228339","01-01-2007"
"2167228438","01-01-2007"
"2167228537","01-01-2007"
"2167228636","01-01-2007"
"2167228735","01-01-2007"
"2167228834","01-01-2007"
"2167228933","01-01-2007"
"2167229032","01-01-2007"
"2167229230","01-01-2007"
"2167229329","01-01-2007"
"2167229527","01-01-2007"
"2167229626","01-01-2007"
"2167229725","01-01-2007"
"2167229824","01-01-2007"
"2167230022","01-01-2007"
"2167230121","01-01-2007"
"2167230220","01-01-2007"
"2167230319","01-01-2007"
"2167230418","01-01-2007"
"2167230517","01-01-2007"
"2167230715","01-01-2007"
"2167230814","01-01-2007"
"2167230913","01-01-2007"
"2167231012","01-01-2007"
"2167231111","01-01-2007"
"2167231210","01-01-2007"
"2167231309","01-01-2007"
"2167231408","01-01-2007"
"2167231507","01-01-2007"
"2167231606","01-01-2007"
"2167231705","01-01-2007"
"2167232002","01-01-2007"
"2167232101","01-01-2007"
"2167232297","01-01-2007"
"2167232396","01-01-2007"
"2167232495","01-01-2007"
"2167232594","01-01-2007"
"2167232693","01-01-2007"
"2167232792","01-01-2007"
"2167232891","01-01-2007"
"2167232990","01-01-2007"
"2167233089","01-01-2007"
"2167233188","01-01-2007"
"2167233287",
"2167233386","01-01-2007"
"2167233485","01-01-2007"
"2167233782","01-01-2007"
"2167233881","01-01-2007"
"2167233980","01-01-2007"
"2167234079","01-01-2007"
"2167234277","01-01-2007"
"2167234376","01-01-2007"
"2167234574","01-01-2007"
"2167234673","01-01-2007"
"2167234772","01-01-2007"
"2167234871","01-01-2007"
"2167234970","01-01-2007"
"2167235069","01-01-2007"
"2167235168","01-01-2007"
"2167235267","01-01-2007"
"2167235366","01-01-2007"
"2167235465","01-01-2007"
"2167235564","01-01-2007"
"2167235663","01-01-2007"
"2167235762","01-01-2007"
"2167235861","01-01-2007"
"2167235960","01-01-2007"
"2167236059","01-01-2007"
"2167236158","01-01-2007"
"2167236257","01-01-2007"
"2167236356","01-01-2007"
"2167236455","01-01-2007"
"2167236554","01-01-2007"
"2167236653","01-01-2007"
"2167236752","01-01-2007"
"2167236851","01-01-2007"
"2167236950","01-01-2007"
"2167237049","01-09-1984"
"2167237148","01-01-2007"
"2167237247","01-01-2007"
"2167237346","01-01-2007"
"2167237544","01-01-2007"
"2167237643","01-01-2007"
"2167237742","01-01-2007"
"2167237841","01-01-2007"
"2167237940","01-01-2007"
"2167238039","01-01-2007"
"2167238138","01-01-2007"
"2167238237","01-01-2007"
"2167238336","01-01-2007"
"2167238435","01-01-2007"
"2167238534","01-01-2007"
"2167238633","01-01-2007"
"2167238732","01-01-2007"
"2167238831","01-01-2007"
"2167238930","01-01-2007"
"2167239029","01-01-2007"
"2167239128","01-01-2007"
"2167239227","01-01-2007"
"2167239326","01-01-2007"
"2167239425","01-01-2007"
"2167239524","01-01-2007"
"2167239623","01-01-2007"
"2167239722","01-01-2007"
"2167239821","01-01-2007"
"2167239920","01-01-2007"
"2167240019","01-01-2007"
"2167240118","01-01-2007"
"2167240217","01-01-2007"
"2167240316","01-01-2007"
"2167240415","01-01-2007"
"2167240514","01-01-2007"
"2167240613","01-01-2007"
"2167240712","01-01-2007"
"2167240910","01-01-2007"
"2167241009","01-01-2007"
"2167241207","01-01-2007"
"2167241306","01-01-2007"
"2167241504","01-01-2007"
"2167241603","01-01-2007"
"2167241702","01-01-2007"
"2167241801","01-01-2007"
"2167241997","01-01-2007"
"2167242096","01-01-2007"
"2167242195","01-01-2007"
"2167242294","01-01-2007"
"2167242393","01-01-2007"
"2167242492","01-01-2007"
"2167242591","01-01-2007"
"2167242690","01-01-2007"
"2167242789","01-01-2007"
"2167242888","01-01-2007"
"2167243086","01-01-2007"
"2167243185","01-01-2007"
"2167243284","01-01-2007"
"2167243383","01-01-2007"
"2167243581","01-01-2007"
"2167243680","01-01-2007"
"2167243779","01-01-2007"
"2167243878","01-01-2007"
"2167243977","01-01-2007"
"2167244076","01-01-2007"
"2167244274","01-01-2007"
"2167244472","01-01-2007"
"2167244571","01-01-2007"
"2167244670","01-01-2007"
"2167244769","01-01-2007"
"2167244868","01-01-2007"
"2167244967","01-01-2007"
"2167245264","01-01-2007"
"2167245363","01-01-2008"
"2167245462","01-01-2008"
"2167245561","01-01-2007"
"2167245660","01-01-2007"
"2167245759","01-01-2007"
"2167245858","01-01-2007"
"2167245957","01-01-2007"
"2167246056","01-01-2007"
"2167246155","01-01-2007"
"2167246254","01-01-2007"
"2167246353","01-01-2007"
"2167246452","01-01-2007"
"2167246551","01-01-2007"
"2167246650","01-01-2007"
"2167246749","01-01-2007"
"2167246848","01-01-2007"
"2167246947","01-01-2007"
"2167247046","01-01-2007"
"2167247145","01-01-2007"
"2167247244","01-01-2007"
"2167247343","01-01-2007"
"2167247442",
"2167247541","01-01-2007"
"2167247640","01-01-2007"
"2167247739","01-01-2007"
"2167247838","01-01-2007"
"2167247937","01-01-2007"
"2167248036","01-01-2007"
"2167248135",
"2167248234","01-01-2007"
"2167248333","01-01-2007"
"2167248432","01-01-2007"
"2167248531","01-01-2007"
"2167248630","01-01-2007"
"2167248729","01-01-2007"
"2167248927","01-01-2007"
"2167249026","01-01-2007"
"2167249125","01-01-2007"
"2167249224","01-01-2007"
"2167249323","01-01-2007"
"2167249422","01-01-2007"
"2167249521","01-01-2007"
"2167249620","01-01-2007"
"2167249719","01-01-2007"
"2167249818","01-01-2007"
"2167249917","01-01-2007"
"2167250016","01-01-2007"
"2167250115","01-01-2007"
"2167250214","01-01-2007"
"2167250313","01-01-2007"
"2167250412","01-01-2007"
"2167250511","01-01-2007"
"2167250709","01-01-2007"
"2167250907","01-01-2007"
"2167251006","01-01-2007"
"2167251105","01-01-2007"
"2167251204","01-01-2007"
"2167251303","01-01-2007"
"2167251402","01-01-2007"
"2167251501","01-01-2007"
"2167251697","01-01-2007"
"2167251796","01-01-2007"
"2167251895","01-01-2007"
"2167251994","01-01-2007"
"2167252192","01-01-2007"
"2167252291","01-01-2007"
"2167252489","01-01-2007"
"2167252588","01-01-2007"
"2167252687","01-01-2007"
"2167252786","01-01-2007"
"2167252885","01-01-2007"
"2167252984","01-01-2007"
"2167253083","01-01-2007"
"2167253182","01-01-2007"
"2167253281","01-01-2007"
"2167253677","01-01-2007"
"2167253875","01-01-2007"
"2167253974","01-01-2007"
"2167254073","01-01-2007"
"2167254172","01-01-2007"
"2167254271","01-01-2007"
"2167254370","01-01-2007"
"2167254469","01-01-2007"
"2167254568","01-01-2007"
"2167254766","01-01-2007"
"2167254865","01-01-2007"
"2167254964","01-01-2007"
"2167255063","01-01-2007"
"2167255162","01-01-2007"
"2167255261","01-01-2007"
"2167255360","01-01-2007"
"2167255459","01-01-2007"
"2167255558","01-01-2007"
"2167255657","01-01-2007"
"2167255756","01-01-2007"
"2167255855","01-01-2007"
"2167255954","01-01-2007"
"2167256053","01-01-2007"
"2167256152","01-01-2007"
"2167256251","01-01-2007"
"2167256350","01-01-2007"
"2167256449","01-01-2007"
"2167256548","01-01-2007"
"2167256647","01-01-2007"
"2167256746","01-01-2007"
"2167256845","01-01-2007"
"2167256944","01-01-2007"
"2167257043","01-01-2007"
"2167257142","01-01-2007"
"2167257241","01-01-2007"
"2167257340","01-01-2007"
"2167257439","01-01-2007"
"2167257538","01-01-2007"
"2167257637","01-01-2007"
"2167257736","01-01-2007"
"2167257835","01-01-2007"
"2167257934","01-01-2007"
"2167258033","01-01-2007"
"2167258132","01-01-2007"
"2167258231","01-01-2008"
"2167258330","01-01-2007"
"2167258429","01-01-2007"
"2167258528","01-01-2007"
"2167258627","01-01-2007"
"2167258726","01-01-2007"
"2167258825","01-01-2007"
"2167258924","01-01-2007"
"2167259023","01-01-2007"
"2167259221","01-01-2007"
"2167259320","01-01-2007"
"2167259419","01-01-2007"
"2167259518","01-01-2007"
"2167259617","01-01-2007"
"2167259716","01-01-2007"
"2167259815","01-01-2007"
"2167259914","01-01-2007"
"2167260013","01-01-2007"
"2167260211","01-01-2007"
"2167260310","01-01-2007"
"2167260409","01-01-2007"
"2167260706","01-01-2007"
"2167260904","01-01-2007"
"2167261003","01-01-2007"
"2167261102","01-01-2007"
"2167261397","01-01-2007"
"2167261496","01-01-2007"
"2167261595","01-01-2007"
"2167261694","01-01-2007"
"2167261793","01-01-2007"
"2167261892","01-01-2007"
"2167261991","01-01-2007"
"2167262090","01-01-2007"
"2167262189","01-01-2007"
"2167262288","01-01-2007"
"2167262387","01-01-2007"
"2167262486","01-01-2007"
"2167262585","01-01-2007"
"2167262684","01-01-2007"
"2167262783","01-01-2007"
"2167262882","01-01-2007"
"2167262981","01-01-2007"
"2167263080","01-01-2007"
"2167263179","01-01-2007"
"2167263278","01-01-2007"
"2167263377","01-01-2007"
"2167263476","01-01-2007"
"2167263575","01-01-2007"
"2167263674","01-01-2007"
"2167263773","01-01-2007"
"2167263872","01-01-2007"
"2167263971","01-01-2007"
"2167264070","01-01-2007"
"2167264169","01-01-2007"
"2167264268","01-01-2007"
"2167264367","01-01-2007"
"2167264466","01-01-2007"
"2167264565","01-01-2007"
"2167264664","01-01-2007"
"2167264763","01-01-2007"
"2167264862","01-01-2007"
"2167264961","01-01-2007"
"2167265060","01-01-2007"
"2167265159","01-01-2007"
"2167265258","01-01-2007"
"2167265357","01-01-2007"
"2167265456","01-01-2007"
"2167265555","01-01-2007"
"2167265654","01-01-2007"
"2167265753","01-01-2007"
"2167265852","01-01-2007"
"2167265951","01-01-2007"
"2167266050","01-01-2007"
"2167266149","01-01-2007"
"2167266248","01-01-2007"
"2167266347","01-01-2007"
"2167266446","01-01-2007"
"2167266545","01-01-2007"
"2167266644","01-01-2007"
"2167266743","01-01-2007"
"2167266842","01-01-2007"
"2167266941","01-01-2007"
"2167267040","01-01-2007"
"2167267238","01-01-2007"
"2167267337","01-01-2007"
"2167267436","01-01-2007"
"2167267535","01-01-2007"
"2167267634","01-01-2007"
"2167267733","01-01-2007"
"2167267832","01-01-2007"
"2167267931","01-01-2007"
"2167268030","01-01-2007"
"2167268129","01-01-2007"
"2167268228","01-01-2007"
"2167268327","01-01-2007"
"2167268426","01-01-2007"
"2167268525","01-01-2007"
"2167268624","01-01-2007"
"2167268723","01-01-2007"
"2167268921","01-01-2007"
"2167269020","01-01-2007"
"2167269119","01-01-2007"
"2167269218","01-01-2007"
"2167269317","01-01-2007"
"2167269416","01-01-2007"
"2167269515","01-01-2007"
"2167269614","01-01-2007"
"2167269713","01-01-2007"
"2167269812","01-01-2007"
"2167269911","01-01-2007"
"2167270010","01-01-2007"
"2167270109","01-01-2007"
"2167270208","01-01-2007"
"2167270307","01-01-2007"
"2167270406","01-01-2007"
"2167270505","01-01-2007"
"2167270604","01-01-2007"
"2167270703","01-01-2007"
"2167270802","01-01-2007"
"2167270901","01-01-2007"
"2167271097","01-01-2007"
"2167271196","01-01-2007"
"2167271394","01-01-2007"
"2167271493","01-01-2007"
"2167271592","01-01-2007"
"2167271691","01-01-2007"
"2167271790","01-01-2007"
"2167271889","01-01-2007"
"2167271988","01-01-2007"
"2167272087","01-01-2007"
"2167272186","01-01-2007"
"2167272285","01-01-2007"
"2167272384","01-01-2007"
"2167272483","01-01-2007"
"2167272582","01-01-2007"
"2167272681","01-01-2007"
"2167272978","01-01-2007"
"2167273077","01-01-2007"
"2167273176","01-01-2007"
"2167273275","01-01-2007"
"2167273374","01-01-2007"
"2167273473","01-01-2007"
"2167273572","01-01-2007"
"2167273671","01-01-2007"
"2167273770","01-01-2007"
"2167273869","01-01-2007"
"2167273968","01-01-2007"
"2167274067","01-01-2007"
"2167274166","01-01-2007"
"2167274265","01-01-2007"
"2167274364","01-01-2007"
"2167274463","01-01-2007"
"2167274562","01-01-2007"
"2167274661","01-01-2007"
"2167274760","01-01-2007"
"2167274859","01-01-2007"
"2167274958","01-01-2007"
"2167275057","01-01-2007"
"2167275156","01-01-2007"
"2167275255","01-01-2007"
"2167275354","01-01-2007"
"2167275552","01-01-2007"
"2167275750","01-01-2007"
"2167275849","01-01-2007"
"2167275948","01-01-2007"
"2167276047","01-01-2007"
"2167276146","01-01-2007"
"2167276245","01-01-2007"
"2167276344","01-01-2007"
"2167276443","01-01-2007"
"2167276542","01-01-2007"
"2167276641","01-01-2007"
"2167276740","01-01-2007"
"2167276839","01-01-2007"
"2167277037","01-01-2007"
"2167277136","01-01-2007"
"2167277235","01-01-2007"
"2167277334","01-01-2007"
"2167277433","01-01-2007"
"2167277532","01-01-2007"
"2167277631","01-01-2007"
"2167277730","01-01-2007"
"2167277829","01-01-2007"
"2167277928","01-01-2007"
"2167278126","01-01-2007"
"2167278225","01-01-2007"
"2167278324","01-01-2007"
"2167278423","01-01-2007"
"2167278522","01-01-2007"
"2167278621","01-01-2007"
"2167278720","01-01-2007"
"2167278819","01-01-2007"
"2167278918","01-01-2007"
"2167279017","01-01-2007"
"2167279116","01-01-2007"
"2167279215","01-01-2007"
"2167279314","01-01-2007"
"2167279413","01-01-2007"
"2167279512","01-01-2007"
"2167279611","01-01-2007"
"2167279710","01-01-2007"
"2167279809","01-01-2007"
"2167279908","01-01-2007"
"2167280007","01-01-2007"
"2167280106","01-01-2007"
"2167280205","01-01-2007"
"2167280304","01-01-2007"
"2167280403","01-01-2007"
"2167280601","01-01-2007"
"2167280797","01-01-2007"
"2167280896","01-01-2007"
"2167280995","01-01-2007"
"2167281094","01-01-2007"
"2167281193","01-01-2007"
"2167281292","01-01-2007"
"2167281391","01-01-2007"
