315,615,Ecole primaire libre ‐ Collège Saint‐Pierre,"Boulevard de Smet de Naeyer 229",1090,JETTE,17,
316,616,Ecole fondamentale libre Prés Verts,Chemin des Moutons 1,1090,JETTE,10,
3148,623,Ecole maternelle libre du Sacré‐Coeur,Avenue du Sacré‐Coeur 2,1090,JETTE,17,
323,625,Ecole communale Armand Swartenbroeks,"Rue des Tisserands, 24",1081,KOEKELBERG,3a,
324,626,Ecole fondamentale communale Oscar Bossaert,Rue Emile Sergijsels 15,1081,KOEKELBERG,4,
325,627,Ecole fondamentale libre Institut des Ursulines,"Boulevard Léopold II, 268",1081,KOEKELBERG,3b,
5028,628,Ecole fondamentale annexée Koekelberg,Av de Berchem‐Ste‐Agathe 49,1081,KOEKELBERG,6,
331,635,Ecole fondamentale communale n°1 La Rose des Vents,"Rue des Quatre‐Vents, 71",1080,"MOLENBEEK‐SAINT‐JEAN",1,
332,637,Ecole fondamentale communale n°2 Emeraude,"Rue Le Lorrain, 94",1080,"MOLENBEEK‐SAINT‐JEAN",1,
333,638,Ecole primaire communale n°9 Augusta Marcoux,Rue du Gulden Bodem 4,1080,"MOLENBEEK‐SAINT‐JEAN",3a,
334,639,Ecole fondamentale communale n°7 ‐ Arc‐en‐Ciel,"Rue de Ribaucourt, 21",1080,"MOLENBEEK‐SAINT‐JEAN",1,
335,640,Ecole communale n°13 ‐ Ecole qui bouge,Rue De Koninck 63,1080,"MOLENBEEK‐SAINT‐JEAN",3b,
95261,641,Ecole La petite flûte enchantée,Rue de la Flûte enchantée 5,1080,"MOLENBEEK‐SAINT‐JEAN",7,
336,642,Ecole fondamentale communale n°5 ‐ Ecole Chouette,"Place de la Duchesse de Brabant27",1080,"MOLENBEEK‐SAINT‐JEAN",1,
337,643,Ecole primaire n°11 ‐ Aux Sources du Gai Savoir,"Chaussée de Ninove, 1001",1080,"MOLENBEEK‐SAINT‐JEAN",6,
338,644,Ecole communale n°10 ‐ La Cité des enfants,Rue Ransfort 76,1080,"MOLENBEEK‐SAINT‐JEAN",1,
339,645,Ecole primaire communale n°16 ‐ L'Ecole du Petit Bois,Avenue Carl Requette 20,1080,"MOLENBEEK‐SAINT‐JEAN",7,
340,647,Campus‐Saint‐Jean 2,Chaussée de Ninove 142,1080,MOLENBEEK‐SAINT‐JEAN,2,
341,648,Ecole fondamentale Saint‐Joseph ‐ Saint‐Rémy,"Rue de l'Intendant, 232",1080,"MOLENBEEK‐SAINT‐JEAN",3a,
342,649,Institut Notre‐Dame Section Saint‐Martin ‐ Fondamental,Rue Paloke 79,1080,"MOLENBEEK‐SAINT‐JEAN",12,
344,651,Ecole primaire libre Saint‐Charles,Avenue du Karreveld 7,1080,"MOLENBEEK‐SAINT‐JEAN",6,
345,652,Ecole maternelle libre Saint‐Charles,Avenue du Karreveld 9,1080,"MOLENBEEK‐SAINT‐JEAN",5,
346,653,Ecole primaire libre Sainte‐Ursule,Chaussée de Merchtem 11,1080,"MOLENBEEK‐SAINT‐JEAN",1,
5031,654,EFA Le Petit Sippelberg,Avenue Mahatma Gandhi 15,1080,"MOLENBEEK‐SAINT‐JEAN",2,
5032,656,E.F.A. A.R. Toots Thielemans ‐ Prospérité,Rue de la Prospérité 18,1080,"MOLENBEEK‐SAINT‐JEAN",1,
357,677,Ecole les Quatre Saisons,Place de Bethléem 10,1060,SAINT‐GILLES,10,
358,678,Ecole communale J.J. Michel,Rue de Bordeaux 16,1060,SAINT‐GILLES,15,
359,679,Ecole communale Peter Pan,Rue de la Rhétorique 13,1060,SAINT‐GILLES,12,
360,680,École Léonie La Fontaine,Rue de la Perche 11,1060,SAINT‐GILLES,2,
360,681,École Léonie La Fontaine,Rue du Fort 80A,1060,SAINT‐GILLES,2,
361,682,Ecole Ulenspiegel,Place des Héros 5,1060,SAINT‐GILLES,2 et 3a,
362,683,Ecole fondamentale libre des Filles de Marie,"Rue Théodore Verhaegen, 8",1060,SAINT‐GILLES,2,
